project,Sample name,n_ecDNA_amplicons
SARC,TCGA-DX-A1L2-01A-22D-A24N-09_MN_10A-01D-A24N,1
SARC,TCGA-DX-A1L3-01A-11D-A24N-09_MN_10A-01D-A24N,1
SARC,TCGA-DX-A23R-01A-11D-A26G-09_MN_10A-01D-A26G,1
SARC,TCGA-DX-A240-01A-32D-A27P-09_MN_10A-01D-A27P,1
SARC,TCGA-DX-A2IZ-01A-11D-A21Q-09_MN_10A-01D-A21Q,1
SARC,TCGA-DX-A2J0-01A-11D-A21Q-09_MN_10A-01D-A21Q,1
SARC,TCGA-DX-A2J4-01A-32D-A21Q-09_MN_10A-01D-A21Q,1
SARC,TCGA-DX-A3LS-01A-11D-A21Q-09_MN_10A-01D-A21Q,1
SARC,TCGA-DX-A3LT-01A-12D-A21Q-09_MN_10A-01D-A32V,1
SARC,TCGA-DX-A3LU-01A-11D-A21Q-09_MN_10A-01D-A21Q,1
SARC,TCGA-DX-A3LW-01A-21D-A21Q-09_MN_10A-01D-A32V,1
SARC,TCGA-DX-A3LY-01B-11D-A27P-09_MN_10B-01D-A27P,1
SARC,TCGA-DX-A3M1-01A-11D-A228-09_MN_10A-01D-A22A,1
SARC,TCGA-DX-A3U5-01A-11D-A228-09_MN_10A-01D-A22A,1
SARC,TCGA-DX-A3U6-01A-11D-A29N-09_MN_10A-01D-A29N,1
SARC,TCGA-IS-A3KA-01A-11D-A21Q-09_MN_10A-01D-A21Q,1
SARC,TCGA-IW-A3M5-01A-22D-A21Q-09_MN_10A-01D-A21Q,1
SKCM,TCGA-ER-A19T-01A-11D-A18Z-02_MN_10A-01D-A18Z,3
SKCM,TCGA-ER-A19T-01A-11D-A18Z-02_MN_10A-01D-A19A,3
SKCM,TCGA-ER-A19T-01A-11D-A19A-08_MN_10A-01D-A18Z,2
SKCM,TCGA-ER-A19T-01A-11D-A19A-08_MN_10A-01D-A19A,2
SKCM,TCGA-ER-A19T-06A-11D-A18Z-02_MN_10A-01D-A18Z,2
SKCM,TCGA-ER-A19T-06A-11D-A18Z-02_MN_10A-01D-A19A,2
SKCM,TCGA-ER-A19T-06A-11D-A19A-08_MN_10A-01D-A18Z,2
SKCM,TCGA-ER-A19T-06A-11D-A19A-08_MN_10A-01D-A19A,2
SKCM,TCGA-FS-A1Z3-06A-11D-A18Y-02_MN_10A-01D-A190,2
SKCM,TCGA-FS-A1ZK-06A-11D-A18Y-02_MN_10A-01D-A190,2
SKCM,TCGA-D3-A1Q9-06A-11D-A18Z-02_MN_10A-01D-A18Z,1
SKCM,TCGA-D3-A2JC-06A-11D-A18Z-02_MN_10A-01D-A18Z,1
SKCM,TCGA-D3-A3CC-06A-11D-A18Z-02_MN_10A-01D-A18Z,1
SKCM,TCGA-D9-A1X3-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-DA-A3F5-06A-11D-A20D-08_MN_10A-01D-A20D,1
SKCM,TCGA-EE-A2GC-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-EE-A2GR-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-EE-A2M6-06A-12D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-EE-A2MS-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-EE-A2MT-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-EE-A3JI-06A-11D-A21A-08_MN_10A-01D-A21A,1
SKCM,TCGA-ER-A193-06A-12D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-ER-A197-06A-32D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-ER-A19E-06A-11D-A18Y-02_MN_10A-01D-A199,1
SKCM,TCGA-ER-A19L-06A-12D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-ER-A19L-06A-12D-A18Y-02_MN_10A-01D-A199,1
SKCM,TCGA-FS-A1ZE-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-FS-A1ZK-06A-11D-A18Y-02_MN_10A-01D-A199,1
SKCM,TCGA-FS-A1ZM-06A-12D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-FS-A1ZP-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-FS-A1ZP-06A-11D-A18Y-02_MN_10A-01D-A199,1
SKCM,TCGA-FS-A1ZQ-06A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-FS-A1ZU-06A-12D-A196-08_MN_10A-01D-A198,1
SKCM,TCGA-GF-A2C7-01A-11D-A18Y-02_MN_10A-01D-A190,1
SKCM,TCGA-GN-A264-06A-11D-A196-08_MN_10A-01D-A198,1
STAD,TCGA-BR-4357-01A-01D-1154-02_MN_11A-01D-1154,6
STAD,TCGA-CG-4449-01A-01D-A326-26_MN_10A-01D-A326,4
STAD,TCGA-CG-4301-01A-01D-A326-26_MN_10A-01D-A326,3
STAD,TCGA-CG-5730-01A-11D-1600-08_MN_11A-01D-1598,3
STAD,TCGA-CG-5730-01A-11D-1600-08_MN_11A-01D-1600,3
STAD,TCGA-BR-4183-01A-02D-1128-02_MN_11A-01D-1128,2
STAD,TCGA-BR-4369-01A-01D-1154-02_MN_11A-01D-1154,2
STAD,TCGA-BR-8486-01A-31D-2394-08_MN_10A-01D-2394,2
STAD,TCGA-CD-5799-01A-11D-1598-02_MN_10A-01D-1598,2
STAD,TCGA-CD-5799-01A-11D-1598-02_MN_10A-01D-1600,2
STAD,TCGA-CD-5799-01A-11D-1600-08_MN_10A-01D-1598,2
STAD,TCGA-CD-5799-01A-11D-1600-08_MN_10A-01D-1600,2
STAD,TCGA-CG-4301-01A-01D-A326-26_MN_10A-01D-1154,2
STAD,TCGA-CG-4469-01A-01D-1154-02_MN_10A-01D-1154,2
STAD,TCGA-CG-5724-01A-11D-1600-08_MN_11A-01D-1600,2
STAD,TCGA-CG-5725-01A-11D-1598-02_MN_11A-01D-1598,2
STAD,TCGA-CG-5730-01A-11D-1598-02_MN_11A-01D-1598,2
STAD,TCGA-CG-5730-01A-11D-1598-02_MN_11A-01D-1600,2
STAD,TCGA-D7-6526-01A-11D-1798-02_MN_10A-01D-1798,2
STAD,TCGA-D7-6527-01A-11D-1798-02_MN_10A-01D-1798,2
STAD,TCGA-D7-6527-01A-11D-1798-02_MN_10A-01D-1800,2
STAD,TCGA-D7-6527-01A-11D-1800-08_MN_10A-01D-1798,2
STAD,TCGA-D7-6527-01A-11D-1800-08_MN_10A-01D-1800,2
STAD,TCGA-D7-6820-01A-11D-1880-02_MN_10A-01D-1880,2
STAD,TCGA-EQ-5647-01A-01D-1598-02_MN_10A-01D-1600,2
STAD,TCGA-B7-5818-01A-11D-1598-02_MN_10A-01D-1598,1
STAD,TCGA-BR-4255-01A-01D-1128-02_MN_11A-01D-1128,1
STAD,TCGA-BR-4255-01A-01D-1128-02_MN_11A-01D-A290,1
STAD,TCGA-BR-4267-01A-01D-1128-02_MN_11A-01D-1128,1
STAD,TCGA-BR-4366-01A-01D-1154-02_MN_11A-01D-1154,1
STAD,TCGA-BR-4367-01A-01D-1154-02_MN_11A-01D-1154,1
STAD,TCGA-BR-6706-01A-11D-1880-02_MN_10A-01D-1880,1
STAD,TCGA-BR-8373-01A-11D-2340-08_MN_10A-01D-2341,1
STAD,TCGA-BR-A4J4-01A-12D-A25D-08_MN_10A-01D-A25E,1
STAD,TCGA-CD-5800-01A-11D-1598-02_MN_10A-01D-1598,1
STAD,TCGA-CD-5802-01A-11D-1598-02_MN_10A-01D-1598,1
STAD,TCGA-CD-5802-01A-11D-1598-02_MN_10A-01D-1600,1
STAD,TCGA-CG-4300-01A-01D-1154-02_MN_10A-01D-1154,1
STAD,TCGA-CG-4440-01A-01D-A326-26_MN_10A-01D-A326,1
STAD,TCGA-CG-4444-01A-01D-A326-26_MN_10A-01D-A326,1
STAD,TCGA-CG-4466-01A-01D-1154-02_MN_10A-01D-1154,1
STAD,TCGA-CG-4472-01A-01D-1154-02_MN_10A-01D-1154,1
STAD,TCGA-CG-4475-01A-01D-1154-02_MN_10A-01D-1154,1
STAD,TCGA-CG-5724-01A-11D-1598-02_MN_11A-01D-1598,1
STAD,TCGA-CG-5724-01A-11D-1598-02_MN_11A-01D-1600,1
STAD,TCGA-CG-5724-01A-11D-1600-08_MN_11A-01D-1598,1
STAD,TCGA-CG-5727-01A-11D-1598-02_MN_11A-01D-1598,1
STAD,TCGA-CG-5734-01A-11D-1598-02_MN_11A-01D-1598,1
STAD,TCGA-D7-5579-01A-01D-1598-02_MN_10A-01D-1600,1
STAD,TCGA-D7-6518-01A-11D-1798-02_MN_10A-01D-1798,1
STAD,TCGA-D7-6518-01A-11D-1798-02_MN_10A-01D-1800,1
STAD,TCGA-D7-6519-01A-11D-1798-02_MN_10A-01D-1798,1
STAD,TCGA-D7-6519-01A-11D-1798-02_MN_10A-01D-1800,1
STAD,TCGA-D7-6519-01A-11D-1800-08_MN_10A-01D-1798,1
STAD,TCGA-D7-6519-01A-11D-1800-08_MN_10A-01D-1800,1
STAD,TCGA-D7-6818-01A-11D-1880-02_MN_10A-01D-1880,1
STAD,TCGA-D7-6822-01A-11D-1880-02_MN_10A-01D-1880,1
STAD,TCGA-D7-6822-01A-11D-1880-02_MN_10A-01D-1882,1
STAD,TCGA-D7-A4YX-01A-11D-A25D-08_MN_10A-01D-A25E,1
STAD,TCGA-EQ-5647-01A-01D-1598-02_MN_10A-01D-1598,1
STAD,TCGA-EQ-5647-01A-01D-1600-08_MN_10A-01D-1598,1
STAD,TCGA-EQ-5647-01A-01D-1600-08_MN_10A-01D-1600,1
STAD,TCGA-HU-A4G6-01A-11D-A24D-08_MN_10A-01D-A24F,1
UCEC,TCGA-AP-A053-01A-21D-A013-09_MN_10A-01D-A013,3
UCEC,TCGA-AX-A2H5-01A-11D-A34H-09_MN_11A-11D-A17D,3
UCEC,TCGA-B5-A0K3-01A-11D-A325-09_MN_10A-01D-A325,3
UCEC,TCGA-EY-A1GC-01A-11D-A13I-02_MN_10A-01D-A13M,3
UCEC,TCGA-A5-A0G5-01A-11D-A043-02_MN_10A-01D-A043,2
UCEC,TCGA-AP-A0LH-01A-11D-A043-02_MN_10A-01D-A043,2
UCEC,TCGA-AP-A0LH-01A-11D-A066-09_MN_10A-01D-A066,2
UCEC,TCGA-D1-A17K-01A-11D-A325-09_MN_10A-01D-A325,2
UCEC,TCGA-D1-A1O0-01A-11D-A17E-02_MN_10A-01D-A17E,2
UCEC,TCGA-DI-A1NN-01A-11D-A34H-09_MN_11A-21D-A16D,2
UCEC,TCGA-AJ-A23M-01A-11D-A34H-09_MN_10A-01D-A159,1
UCEC,TCGA-AP-A05A-01A-11D-A013-09_MN_10A-01D-A013,1
UCEC,TCGA-AP-A0L8-01A-11D-A043-02_MN_10A-01D-A043,1
UCEC,TCGA-AP-A0L8-01A-11D-A066-09_MN_10A-01D-A066,1
UCEC,TCGA-AP-A0L9-01A-11D-A043-02_MN_10A-01D-A043,1
UCEC,TCGA-AP-A0L9-01A-11D-A066-09_MN_10A-01D-A066,1
UCEC,TCGA-AP-A0LI-01A-11D-A066-09_MN_10A-01D-A066,1
UCEC,TCGA-AX-A0IU-01A-11D-A101-02_MN_10A-01D-A101,1
UCEC,TCGA-B5-A0K8-01A-11D-A14K-09_MN_10B-01D-A34H,1
UCEC,TCGA-B5-A1MY-01A-11D-A142-09_MN_10A-01D-A34H,1
UCEC,TCGA-D1-A169-01A-11D-A12F-02_MN_10A-01D-A12F,1
UCEC,TCGA-D1-A16G-01A-31D-A12J-09_MN_10A-01D-A12J,1
UCEC,TCGA-EO-A1Y8-01A-11D-A159-09_MN_10A-01D-A159,1
UCEC,TCGA-FI-A2CY-01A-11D-A17E-02_MN_10A-01D-A17E,1
